Title,Description,Topic,Video ID,URL,Views
Neutron star bends space around it. #cosmoknowledge #space #cosmos #universe #neutronstar #science,,Science,tBpUHRqbt6Q,https://www.youtube.com/watch?v=tBpUHRqbt6Q,4743323
"Morocco, how many languages do you speak?","I ask strangers in Tangier, Morocco many languages they speak. Tangier is the most Northern city in Morocco and a fascinating ...",languages,HfKH2v8ieFg,https://www.youtube.com/watch?v=HfKH2v8ieFg,1492575
Bloom&#39;s Taxonomy/Pedagogy/GT PGT TET Cum Recruitment Exam Preparation ✅,Bloom's Taxonomy/Pedagogy/GT PGT TET Cum Recruitment Exam Preparation ✓ pedagogy gt pgt tet cum recruitment exam ...,Education and Pedagogy,XF17KTgIxTE,https://www.youtube.com/watch?v=XF17KTgIxTE,10973
Personal Development Products  #businesspodcast,"If you are a coach, consultant, agency owner or digital product creator looking to scale your business and wants me and my team ...",Personal development,gJLK16SiFGU,https://www.youtube.com/watch?v=gJLK16SiFGU,448
Science Kit 100 Experiment Unboxing And Review | let’s Try Some Experiment,experiment #kidsscienceexperiment #toys Instagram: https://instagram.com/sunilgoyat.in?igshid=YmMyMTA2M2Y= My super ...,Science,K5SrOmsLzXI,https://www.youtube.com/watch?v=K5SrOmsLzXI,486431
Personal development,,Personal development,GNc-Pqv0B7w,https://www.youtube.com/watch?v=GNc-Pqv0B7w,10498
"Pedagogy Practice Series for CTET, DSSSB, JTET, HTET, UTET etc. by Himanshi Singh","In this video, we'll discuss the New Pedagogy Questions series free for all the teaching exams. such as DSSSB, KVS, JTET, ...",Education and Pedagogy,cQiJFYslIi4,https://www.youtube.com/watch?v=cQiJFYslIi4,276730
Boys code language (part-8) | Sarcaster #sarcaster #ytshorts #shorts,,languages,7eDqBenol6c,https://www.youtube.com/watch?v=7eDqBenol6c,8043424
What is Personal Development?,Connect with Dr Dave on YouTube http://www.youtube.com/TheDrDaveMartin What is Personal Development? Personal ...,Personal development,786WKDhcU8U,https://www.youtube.com/watch?v=786WKDhcU8U,138039
2023&#39;s Biggest Breakthroughs in Math,Quanta Magazine's mathematics coverage in 2023 included landmark results in Ramsey theory and a remarkably simple ...,Mathematics,4HHUGnHcDQw,https://www.youtube.com/watch?v=4HHUGnHcDQw,1861240
Chapter 10 | Financial Markets | Business Studies | Class 12 | Part 1,Chapter 10 | Financial Markets | Business Studies | Class 12 | Part 1.,Business and finance,9Bef83QaLRY,https://www.youtube.com/watch?v=9Bef83QaLRY,142284
कंप्यूटर में करियर की तैयारी के 5 BEST WAYS  | Computer Career,If you want to develop your career in the computer field then this video will be the best guide for you. In this video we are providing ...,Computer Science and technology,os6hIpNUIP4,https://www.youtube.com/watch?v=os6hIpNUIP4,1017314
Source of business finance | Chapter 8 | Business Studies| Class 11 | Part 1,Source of business finance | Chapter 8 | Business Studies| Class 11 | Part 1.,Business and finance,GixTLR4ej18,https://www.youtube.com/watch?v=GixTLR4ej18,245053
Personal Development မြှင့်တင်ချင်ရင် ဘာလုပ်ရမလဲ ❓,မိတ်ဆွေတို့ အားလုံးအတွက် ဗဟုသုတလဲရ၊ Comfort Zone ထဲကနေလဲ ...,Personal development,CF5NkWmY3RE,https://www.youtube.com/watch?v=CF5NkWmY3RE,19778
"Humanities, Arts, Languages and Social Sciences at ANU","ANU Humanities, Arts, Languages and Social Sciences sets you apart on the international stage.",Arts and Humanities,pgfonSuvyzg,https://www.youtube.com/watch?v=pgfonSuvyzg,5404
Class 7 - Social Studies - Chapter 11 - Lecture 1 Islam in Southeast Asia - Allied Schools,Students will be able to describe and discuss how Islam came to South East Asia and how it spread.,Social Studies,k5sVf1SmWw4,https://www.youtube.com/watch?v=k5sVf1SmWw4,17558
24 December 9th Class Social Science Viral Objective Monthly Exam || Class 9 Social Science Ka Paper,24 December 9th Class Social Science Viral Objective Monthly Exam || 24 December Class 9th Social Science Ka Paper 24 ...,Science,ullgy54Y4jM,https://www.youtube.com/watch?v=ullgy54Y4jM,126466
Japanese Guy STUNS Bali Locals and Tourists with His Language Skills!,Indah's YouTube channel: @INDAHASMIGIANTI ○Instagram: @kazulanguages - https://www.instagram.com/kazulanguages/ ...,languages,6cOtqrXHEic,https://www.youtube.com/watch?v=6cOtqrXHEic,324414
Could Miwu Draw a Circle⭕️ without a Compass or Other Circle Objects??,Focus on sharing interesting and fun scientific knowledge and cultivate children's interest in science. We are【Science ...,Science,iN-JKE1OKBU,https://www.youtube.com/watch?v=iN-JKE1OKBU,29673848
OTET EXAM -2024 ll Social Studies ll OTET Previous Year Repeated Question ll Imp For JT OTET CT BED,OTET EXAM -2024 ll Social Studies ll OTET Previous Year Repeated Question ll Imp For JT OTET CT BED #otetexam2024 ...,Social Studies,f6UpR4PYmxI,https://www.youtube.com/watch?v=f6UpR4PYmxI,19740
🥲 #doctor #medical #healthcare #medicine #instagram #insta #reels #student #healthcare #resident #m,doctor #medical #healthcare #medicine #instagram #insta #reels #student #healthcare #resident #medicalhumor ...,Health and medicine,sgaaJ8x10xk,https://www.youtube.com/watch?v=sgaaJ8x10xk,11696
"Study Arts, Humanities and Social Sciences at UQ",,Arts and Humanities,kxDBE6iN1xc,https://www.youtube.com/watch?v=kxDBE6iN1xc,2252
6 Tips on Being a Successful Entrepreneur | John Mullins | TED,"Sometimes, you need to break the rules to innovate — but which ones? Entrepreneurship professor John Mullins shares six ...",Business and finance,eHJnEHyyN1Y,https://www.youtube.com/watch?v=eHJnEHyyN1Y,1488778
HARVARD UNIVERSITY offers a free certification course - CS50 Introduction to Computer Science,,Computer Science and technology,2_7o3vJgiLo,https://www.youtube.com/watch?v=2_7o3vJgiLo,5533
NEW EPS BOOK CHAPTER -2 WITH JN SIR KOREAN LANGUAGE INSTITUTE BUTWAL 9861177276/9806917190,न्यूनतम शुल्कमा होस्टेल सहितको कोरियन भाषा । पटकपटक होइन यसैपटक ...,languages,70vGT0IhX6g,https://www.youtube.com/watch?v=70vGT0IhX6g,20213
Kvs social studies teacher demo #shorts | #sst demo class,Kvs social studies teacher demo #shorts | #sst demo class #kvssst #sst #parliament.,Social Studies,_2D_WEU-dOc,https://www.youtube.com/watch?v=_2D_WEU-dOc,16981
FINANCIAL SYSTEM &amp; FINANCIAL INSTRUMENT (INTRO. TO FINANCIAL MANAGEMENT PART2) - BUSINESS FINANCE,Topics covered: * Financial System * Types of Financial Instruments --------Derivative Instruments --------Cash Instruments ...,Business and finance,GDK7E2rSVC4,https://www.youtube.com/watch?v=GDK7E2rSVC4,12389
#businessfinance |#timevalueofmoney | Part 2in Tamil | #financialmanagement |#m.combusinessfinance,businessfinance #timevalueofmoney Part 2 in Tamil #m.combusinessfinance #financialmanagement Follow us in Instagram ...,Business and finance,tKvWCmxf8dc,https://www.youtube.com/watch?v=tKvWCmxf8dc,23490
Financial Literacy #shorts,"We teach kids everything from geography to history, but not the basics of financial literacy? That's crazy. Debt, credit cards, and ...",Education and Pedagogy,m117WwlXfsI,https://www.youtube.com/watch?v=m117WwlXfsI,7161
Traditional African Art - Humanities Days 2021,"This presentation is about traditional African Art, how it evolved over time, and the complicated Western response to African art.",Arts and Humanities,rpvnIkhu-98,https://www.youtube.com/watch?v=rpvnIkhu-98,316
Social Studies for ADRE 😍 Social Studies and GK (সমাজ অধ্যয়ন | সাধাৰণ জ্ঞান) Best MCQ Series 05 ❤️,Social Studies for ADRE Social Studies and GK (সমাজ অধ্যয়ন | সাধাৰণ জ্ঞান) Best MCQ Series 05 ...,Social Studies,682RYU4OiNg,https://www.youtube.com/watch?v=682RYU4OiNg,68697
কম্পিউটার সায়েন্স পড়ে বেকার থাকে কেন? Computer Science Review | Galib Notes,কম্পিউটার সায়েন্স পড়ে বেকার থাকে কেন? Computer Science Review | Galib Notes ...,Computer Science and technology,gx_5eJEQqVM,https://www.youtube.com/watch?v=gx_5eJEQqVM,83364
"Arts, Humanities, and Multimedia TrAC","Explore Delta's Arts, Humanities, and Multimedia Transfer and Career (TrAC) Pathway: ...",Arts and Humanities,yjtCoR9vq1E,https://www.youtube.com/watch?v=yjtCoR9vq1E,263
Personal Development အတွက် Phone ထဲမှာ Install ထားသင့်တဲ့ App (၅) ခု🌱,Olive လက်ရှိသုံးနေတဲ့ လက်တွေ့အသုံးဝင်တဲ့ App (5) ခုကို ဒီဗီဒီယိုထဲ ...,Personal development,M1yHCZZld7g,https://www.youtube.com/watch?v=M1yHCZZld7g,37663
UGC NET Commerce Marathon 2024 | Business Finance Concepts With Questions by Ayushi Mam,UGC NET Commerce Marathon 2024 | Business Finance Concepts With Questions by Ayushi Mam | Commerce Spotlight | UGC ...,Business and finance,7KvkpBjDdMs,https://www.youtube.com/watch?v=7KvkpBjDdMs,5816
Youtube Earning Of 2024💸 #money #investing #makemoneyonline #finance #monetization #youtubeshorts,,Business and finance,rE9chN6MXOg,https://www.youtube.com/watch?v=rE9chN6MXOg,74
How to Develop an Attractive Personality | 7 Personality Enhancing/Development Tips | ChetChat,Click to find out How to Get / Develop an Attractive Personality | 7 Personality Enhancing/Development Tips | ChetChat. Have you ...,Personal development,v2euEwGnas8,https://www.youtube.com/watch?v=v2euEwGnas8,3772184
Become a Master of Finance with Harvard Professor Mihir Desai (with Lewis Howes),"Get my NEW book, Make Money Easy! https://lewishowes.com/moneyyou Subscribe for more great content: ...",Business and finance,oSGld-eY7BM,https://www.youtube.com/watch?v=oSGld-eY7BM,686931
How To Solve Math Percentage Word Problem?,mathvibe Word problem in math can make it difficult to figure out what you are ask to solve. Here is how some words translates to ...,Mathematics,7G7UIQStEIk,https://www.youtube.com/watch?v=7G7UIQStEIk,4853628
Educational Technology: Crash Course Computer Science #39,Today we're going to go a little meta and talk about how computer science can support learning with educational technology.,Computer Science and technology,zTi3_l5h5PQ,https://www.youtube.com/watch?v=zTi3_l5h5PQ,211600
💯9th class social studies Sa1 question paper and answer 2024|9th class Sa1 social studies paper 2024,9th class social studies Sa1 question paper and answer 2024|9th class Sa1 social studies paper 2024 real Ap 9th class social ...,Social Studies,njVg_tELTA8,https://www.youtube.com/watch?v=njVg_tELTA8,209
Be Motivate #business #tech #stockmarket #money #finance #viralvideo #shortsindia,,Business and finance,I5VdNpRBUJM,https://www.youtube.com/watch?v=I5VdNpRBUJM,424
Unlock 🔓 your self development 2025 || Introduction,"Discover how to unlock your true potential and transform your life! In this video, we'll guide you through simple ...",Personal development,U1X6q-ALceQ,https://www.youtube.com/watch?v=U1X6q-ALceQ,1
Do You Know How to Make Two Connected Rings into a Box in Two Cuts?,Focus on sharing interesting and fun scientific knowledge and cultivate children's interest in science. We are【Science ...,Science,lx-ep6waVDI,https://www.youtube.com/watch?v=lx-ep6waVDI,56137004
The Basics of Business Education - What Business Students Should Study,Presentation at Dong-A University that every business student in the world should watch. What a business education is about.,Business and finance,69dLyztc-As,https://www.youtube.com/watch?v=69dLyztc-As,1737615
#cefixime#antibiotics#medicine#drug#doses,,Health and medicine,1xuJSsiACWU,https://www.youtube.com/watch?v=1xuJSsiACWU,22
algebra formula ✖️➕➖➗ बीजगणितीय सूत्र #algebra #formula #shorts,"algebra formula ✖️➕➖➗ बीजगणितीय सूत्र #algebra #formula math formula, formula, maths formulas algebra, ...",Mathematics,cdfvWEnI9Oc,https://www.youtube.com/watch?v=cdfvWEnI9Oc,1494849
"The main goal of ayurvedic medicine is to promote good health and prevent, not fight, disease.",The aim of Vamdev Ayurveda is to give complete health and not just relieve us from physical diseases. So to become completely ...,Health and medicine,lZm9C2TH5IA,https://www.youtube.com/watch?v=lZm9C2TH5IA,132
Reading session personal development #personaldevelopement #personalgrowthjourney,,Personal development,IP8NPEnKJeI,https://www.youtube.com/watch?v=IP8NPEnKJeI,0
"How to get published in Academic Journals - Arts, Humanities &amp; Social Sciences","This 90min session is particularly designed to provide a basic overview of the current state of academic #publishing in the #Arts, ...",Arts and Humanities,mYJ0p1TAXOE,https://www.youtube.com/watch?v=mYJ0p1TAXOE,2110
Highest Paying Finance Career Tier List (Finance Jobs Ranked),LIVE YOUTUBE TRAINING TUESDAY: https://go.thecontentgrowthengine.com/live-06-06-2022 ✓ FREE YouTube Course: ...,Business and finance,uppWZ58lvo0,https://www.youtube.com/watch?v=uppWZ58lvo0,629825
Top 10 Careers For Computer Science Majors,Josh's Information Technology Free Training (Get $50 off using the link): https://bit.ly/3XMZY2Q ▭▭▭▭ The information on ...,Computer Science and technology,7j74IBi5k5M,https://www.youtube.com/watch?v=7j74IBi5k5M,1514
Buy a Business for $0: The Bathwater Method,Check out 130 Businesses I Love to Buy Here: https://contrarianthinking.biz/130boringbiz-yt **Want more ways to create wealth?,Business and finance,AhsexNQUuO8,https://www.youtube.com/watch?v=AhsexNQUuO8,4495402
Smart Maths😄 #mathtricks #maths #shorts #short #youtube #youtubeshorts #trending #ytshort #yt#tables,Mental Maths - Math Basics Multiplication Tricks 😀 #mathbasics #maths #mathstricks #aptitude #arithmetic #tricks ...,Mathematics,VWDdzIVWLFU,https://www.youtube.com/watch?v=VWDdzIVWLFU,2666
Prominent Theorists and Their Contributions to Education,This video contains information about the prominent education theorists that all teachers should know. DISCLAIMER!,Education and Pedagogy,TZdIvroEKPA,https://www.youtube.com/watch?v=TZdIvroEKPA,253524
How to Become the Best Version of Yourself? |🎧 Podcast and Chill | Beginner,How to Become the Best Version of Yourself! Welcome back to Podcast and Chill on the Learn English Podcast channel!,Personal development,YjdzLqMdK3k,https://www.youtube.com/watch?v=YjdzLqMdK3k,200562
"College of Arts, Humanities, &amp; Social Sciences",,Arts and Humanities,DCX9stVs_0I,https://www.youtube.com/watch?v=DCX9stVs_0I,5029
This can help make Artificial Human Hearts! #science #sciencefacts,"This can help make Artificial Human Hearts! #science #sciencefacts What if spinach could help save lives? In this video, we ...",Science,o6cYe_KKNC8,https://www.youtube.com/watch?v=o6cYe_KKNC8,31734469
Class 7 Social christmas Exam | Morning Booster | Exam Winner Class 7,To Join USS Free Batch : https://chat.whatsapp.com/LbOGWNspNSJ9eZNQVb911z For Class 7 Free Classes & Notes: Join ...,Social Studies,k0a-JeSJk3M,https://www.youtube.com/watch?v=k0a-JeSJk3M,104215
&quot;FOCUS ON YOURSELF: LIFE-CHANGING STOICISM ADVICE FOR PERSONAL GROWTH AND SUCCESS&quot;,"Discover the timeless wisdom of Stoicism in this transformative video, ""FOCUS ON YOURSELF: LIFE-CHANGING STOICISM ...",Personal development,3ESwdSZ2VMw,https://www.youtube.com/watch?v=3ESwdSZ2VMw,451
Should You Get A College Degree to Start a Business? - Mark Cuban,"Mark Cuban is an American billionaire entrepreneur, television personality, and media proprietor whose net worth is an estimated ...",Business and finance,TbGnfdAQb44,https://www.youtube.com/watch?v=TbGnfdAQb44,403159
ALP SCIENCE MARATHON 2024 | RRB ALP SCIENCE 2024 | ALP CBT 1 SCIENCE MARATHON | ALP COMPLETE SCIENCE,ALP SCIENCE MARATHON 2024 | RRB ALP SCIENCE 2024 | ALP CBT 1 SCIENCE MARATHON | ALP COMPLETE SCIENCE ...,Science,RPcoWUabOHU,https://www.youtube.com/watch?v=RPcoWUabOHU,210698
